user_id,item_id,confidence
422,pearl jam,1
422,rage against the machine,1
422,razorlight,1
422,rise against,1
422,snow patrol,1
422,the beatles,1
422,the killers,1
422,the libertines,1
422,the white stripes,1
428,ac/dc,1
428,audioslave,1
428,beatsteaks,1
428,bloodhound gang,1
428,clueso,1
428,die toten hosen,1
428,dire straits,1
428,enter shikari,1
428,foo fighters,1
428,green day,1
428,incubus,1
428,johnny cash,1
428,linkin park,1
428,metallica,1
428,motorhead,1
428,muse,1
428,nickelback,1
428,nirvana,1
428,oasis,1
428,pearl jam,1
428,queens of the stone age,1
428,rage against the machine,1
428,red hot chili peppers,1
428,stone sour,1
428,the hives,1
428,u2,1
428,volbeat,1
438,arcade fire,1
438,beirut,1
438,bruce springsteen,1
438,cocorosie,1
438,elliott smith,1
438,feist,1
438,hot chip,1
438,razorlight,1
438,the decemberists,1
438,the killers,1
438,the national,1
438,the shins,1
438,the streets,1
438,tom waits,1
447,boards of canada,1
447,digitalism,1
447,dimmu borgir,1
447,dredg,1
447,equilibrium,1
447,porcupine tree,1
447,radiohead,1
447,the offspring,1
447,tool,1
447,volbeat,1
447,yann tiersen,1
458,arctic monkeys,1
458,beatsteaks,1
458,bloc party,1
458,kings of leon,1
458,the kooks,1
458,the strokes,1
458,the subways,1
458,the wombats,1
472,cascada,1
472,disturbed,1
472,evanescence,1
472,good charlotte,1
472,kanye west,1
472,linkin park,1
472,rammstein,1
472,rise against,1
472,slipknot,1
477,air,1
477,amy winehouse,1
477,arcade fire,1
477,beastie boys,1
477,beatsteaks,1
477,beck,1
477,bloc party,1
477,daft punk,1
477,death cab for cutie,1
477,deichkind,1
477,feist,1
477,incubus,1
477,interpol,1
477,jack johnson,1
477,kanye west,1
477,kings of leon,1
477,nada surf,1
477,peter fox,1
477,tenacious d,1
477,the beatles,1
477,the kooks,1
477,the shins,1
477,the strokes,1
504,chimaira,1
504,deichkind,1
504,die toten hosen,1
504,disturbed,1
504,elvis presley,1
504,evanescence,1
504,gentleman,1
504,hatebreed,1
504,in extremo,1
504,killswitch engage,1
504,marilyn manson,1
504,nine inch nails,1
504,queens of the stone age,1
504,rage against the machine,1
504,rammstein,1
504,schandmaul,1
504,seeed,1
504,slipknot,1
504,subway to sally,1
504,system of a down,1
504,the killers,1
504,the white stripes,1
508,coldplay,1
508,damien rice,1
508,dire straits,1
508,dredg,1
508,eels,1
508,elliott smith,1
508,interpol,1
508,jack johnson,1
508,kings of convenience,1
508,muse,1
508,portishead,1
508,rage against the machine,1
508,the doors,1
508,the kooks,1
543,amon amarth,1
543,atreyu,1
543,billy talent,1
543,bloodhound gang,1
543,bullet for my valentine,1
543,farin urlaub,1
543,finntroll,1
543,flogging molly,1
543,gorillaz,1
543,heaven shall burn,1
543,in extremo,1
543,limp bizkit,1
543,linkin park,1
543,panic at the disco,1
543,peter fox,1
543,rise against,1
543,schandmaul,1
543,seeed,1
543,serj tankian,1
543,subway to sally,1
584,arctic monkeys,1
584,billy talent,1
584,blink-182,1
584,bob dylan,1
584,cascada,1
584,deichkind,1
584,eels,1
584,eminem,1
584,evanescence,1
584,flogging molly,1
584,flyleaf,1
584,foo fighters,1
584,good charlotte,1
584,gorillaz,1
584,groove coverage,1
584,hoobastank,1
584,kaiser chiefs,1
584,linkin park,1
584,lostprophets,1
584,moby,1
584,muse,1
584,paramore,1
584,rammstein,1
584,rise against,1
584,simple plan,1
584,snow patrol,1
584,sum 41,1
584,the prodigy,1
613,depeche mode,1
613,dropkick murphys,1
613,eels,1
613,foo fighters,1
613,green day,1
613,mando diao,1
613,misfits,1
613,moby,1
613,morcheeba,1
613,nirvana,1
613,the cure,1
613,the offspring,1
613,the prodigy,1
613,the white stripes,1
613,u2,1
626,air,1
626,alanis morissette,1
626,atb,1
626,bjork,1
626,clueso,1
626,damien rice,1
626,eminem,1
626,faithless,1
626,jack johnson,1
626,muse,1
626,nirvana,1
626,placebo,1
626,r.e.m.,1
626,radiohead,1
626,rammstein,1
626,the cure,1
626,tori amos,1
642,arctic monkeys,1
642,nirvana,1
642,the prodigy,1
644,justice,1
648,alanis morissette,1
648,bad religion,1
648,guano apes,1
648,jimi hendrix,1
648,manu chao,1
648,metallica,1
648,motorhead,1
648,nirvana,1
648,oasis,1
648,portishead,1
648,r.e.m.,1
648,red hot chili peppers,1
648,the beatles,1
648,the clash,1
648,the doors,1
648,the offspring,1
648,tom waits,1
683,amy macdonald,1
683,beastie boys,1
683,manowar,1
691,amy winehouse,1
691,jamiroquai,1
691,norah jones,1
715,alicia keys,1
715,jamiroquai,1
715,johnny cash,1
715,michael jackson,1
715,pearl jam,1
715,red hot chili peppers,1
736,amy winehouse,1
736,depeche mode,1
736,faithless,1
736,gorillaz,1
736,johnny cash,1
736,kings of leon,1
736,madonna,1
736,massive attack,1
736,peter fox,1
736,robbie williams,1
736,seeed,1
736,the chemical brothers,1
736,u2,1
794,arctic monkeys,1
794,beastie boys,1
794,black eyed peas,1
794,christina aguilera,1
794,coldplay,1
794,david guetta,1
794,eminem,1
794,gorillaz,1
794,green day,1
794,jack johnson,1
794,jay-z,1
794,linkin park,1
794,moby,1
794,nelly furtado,1
794,rihanna,1
794,seeed,1
794,the pussycat dolls,1
830,beirut,1
830,bloc party,1
830,bright eyes,1
830,coldplay,1
830,death cab for cutie,1
830,hot chip,1
830,jimmy eat world,1
830,modest mouse,1
830,r.e.m.,1
830,sufjan stevens,1
830,the decemberists,1
830,the national,1
830,the postal service,1
830,the shins,1
852,air,1
852,clueso,1
852,coldplay,1
852,goldfrapp,1
852,jose gonzalez,1
852,kings of convenience,1
852,moby,1
852,the national,1
876,air,1
876,atb,1
876,daft punk,1
876,faithless,1
876,jamiroquai,1
876,massive attack,1
876,moby,1
876,the prodigy,1
890,abba,1
890,atb,1
890,cascada,1
890,die toten hosen,1
890,faithless,1
890,groove coverage,1
890,hans zimmer,1
890,howard shore,1
890,limp bizkit,1
890,linkin park,1
890,nightwish,1
890,papa roach,1
890,rammstein,1
890,scooter,1
890,the prodigy,1
906,bloc party,1
906,coldplay,1
906,jack johnson,1
906,norah jones,1
906,snow patrol,1
906,stars,1
915,all that remains,1
915,amon amarth,1
915,apocalyptica,1
915,arch enemy,1
915,as i lay dying,1
915,bullet for my valentine,1
915,caliban,1
915,children of bodom,1
915,chimaira,1
915,dark tranquillity,1
915,heaven shall burn,1
915,in flames,1
915,killswitch engage,1
915,kreator,1
915,machine head,1
915,metallica,1
915,rammstein,1
915,slayer,1
915,slipknot,1
915,trivium,1
915,volbeat,1
917,alexisonfire,1
917,as i lay dying,1
917,bob marley,1
917,bring me the horizon,1
917,britney spears,1
917,caliban,1
917,clueso,1
917,cypress hill,1
917,deichkind,1
917,evanescence,1
917,farin urlaub,1
917,gentleman,1
917,hatebreed,1
917,killswitch engage,1
917,oasis,1
917,placebo,1
917,rammstein,1
917,seeed,1
917,stone sour,1
917,subway to sally,1
917,system of a down,1
917,three days grace,1
917,underoath,1
925,arctic monkeys,1
925,babyshambles,1
925,franz ferdinand,1
925,jimi hendrix,1
925,kings of leon,1
925,led zeppelin,1
925,motorhead,1
925,rage against the machine,1
925,ramones,1
925,the chemical brothers,1
925,the hives,1
925,the subways,1
925,the white stripes,1
925,tom waits,1
948,atreyu,1
948,bad religion,1
948,billy talent,1
948,bob dylan,1
948,cat power,1
948,clueso,1
948,deftones,1
948,eels,1
948,gorillaz,1
948,incubus,1
948,johnny cash,1
948,muse,1
948,radiohead,1
948,tenacious d,1
948,the killers,1
948,tom waits,1
948,underoath,1
951,afi,1
951,atreyu,1
951,avril lavigne,1
951,blink-182,1
951,breaking benjamin,1
951,bullet for my valentine,1
951,clueso,1
951,dredg,1
951,funeral for a friend,1
951,good charlotte,1
951,linkin park,1
951,mando diao,1
951,paramore,1
951,rise against,1
951,sonata arctica,1
951,sum 41,1
953,bloc party,1
953,coldplay,1
953,death cab for cutie,1
953,genesis,1
953,hans zimmer,1
953,howard shore,1
953,led zeppelin,1
953,pink floyd,1
953,queen,1
953,radiohead,1
953,the killers,1
956,atreyu,1
956,audioslave,1
956,coldplay,1
956,dark tranquillity,1
956,foo fighters,1
956,funeral for a friend,1
956,incubus,1
956,killswitch engage,1
956,lostprophets,1
956,maria mena,1
956,pink floyd,1
956,robbie williams,1
956,sonic syndicate,1
956,underoath,1
971,radiohead,1
972,ac/dc,1
972,arch enemy,1
972,atb,1
972,avril lavigne,1
972,beatsteaks,1
972,billy talent,1
972,black eyed peas,1
972,blind guardian,1
972,blink-182,1
972,bloodhound gang,1
972,bullet for my valentine,1
972,cascada,1
972,children of bodom,1
972,daft punk,1
972,gorillaz,1
972,green day,1
972,groove coverage,1
972,hammerfall,1
972,in extremo,1
972,in flames,1
972,iron maiden,1
972,limp bizkit,1
972,marilyn manson,1
972,metallica,1
972,nightwish,1
972,nirvana,1
972,papa roach,1
972,rammstein,1
972,red hot chili peppers,1
972,slipknot,1
972,sum 41,1
972,system of a down,1
972,the offspring,1
975,alexisonfire,1
975,arch enemy,1
975,beatsteaks,1
975,breaking benjamin,1
975,caliban,1
975,dark tranquillity,1
975,die apokalyptischen reiter,1
975,dropkick murphys,1
975,heaven shall burn,1
975,in flames,1
975,korpiklaani,1
975,nightwish,1
975,opeth,1
975,schandmaul,1
975,subway to sally,1
978,beatsteaks,1
978,blink-182,1
978,bloodhound gang,1
978,bob marley,1
978,cascada,1
978,coldplay,1
978,deichkind,1
978,die toten hosen,1
978,eminem,1
978,farin urlaub,1
978,gentleman,1
978,good charlotte,1
978,green day,1
978,guano apes,1
978,iron maiden,1
978,jose gonzalez,1
978,killswitch engage,1
978,limp bizkit,1
978,linkin park,1
978,mando diao,1
978,manu chao,1
978,metallica,1
978,nelly furtado,1
978,nickelback,1
978,nirvana,1
978,pink,1
978,placebo,1
978,rammstein,1
978,red hot chili peppers,1
978,scooter,1
978,seeed,1
978,slipknot,1
978,sum 41,1
978,system of a down,1
978,the offspring,1
978,the prodigy,1
978,the smashing pumpkins,1
978,the strokes,1
978,the subways,1
978,the white stripes,1
1022,alicia keys,1
1022,arcade fire,1
1022,arctic monkeys,1
1022,babyshambles,1
1022,belle and sebastian,1
1022,coldplay,1
1022,damien rice,1
1022,death cab for cutie,1
1022,editors,1
1022,eric clapton,1
1022,franz ferdinand,1
1022,jack johnson,1
1022,kings of convenience,1
1022,kings of leon,1
1022,mando diao,1
1022,mgmt,1
1022,michael jackson,1
1022,muse,1
1022,oasis,1
1022,radiohead,1
1022,red hot chili peppers,1
1022,sufjan stevens,1
1022,the beatles,1
1022,the libertines,1
1022,the smiths,1
1022,tom waits,1
1037,depeche mode,1
1037,evanescence,1
1037,hammerfall,1
1037,nightwish,1
1037,rammstein,1
1037,subway to sally,1
1083,black sabbath,1
1083,jimi hendrix,1
1083,michael jackson,1
1083,motorhead,1
1083,rammstein,1
1083,the doors,1
1117,gentleman,1
1117,kings of convenience,1
1117,manu chao,1
1121,daft punk,1
1121,david guetta,1
1121,digitalism,1
1121,goldfrapp,1
1121,gorillaz,1
1121,jack johnson,1
1121,massive attack,1
1121,moby,1
1121,morcheeba,1
1121,the prodigy,1
1121,thievery corporation,1
1135,ac/dc,1
1135,afi,1
1135,billy talent,1
1135,blink-182,1
1135,breaking benjamin,1
1135,clueso,1
1135,fall out boy,1
1135,in extremo,1
1135,incubus,1
1135,jack johnson,1
1135,kanye west,1
1135,lostprophets,1
1135,metallica,1
1135,nightwish,1
1135,paramore,1
1135,peter fox,1
1135,rammstein,1
1135,slipknot,1
1135,subway to sally,1
1135,sum 41,1
1135,the offspring,1
1144,beastie boys,1
1144,bob dylan,1
1144,bob marley & the wailers,1
1144,david bowie,1
1144,elvis presley,1
1144,eric clapton,1
1144,johnny cash,1
1144,pearl jam,1
1144,pink floyd,1
1144,the beatles,1
1144,the doors,1
1144,the rolling stones,1
1144,tom waits,1
1174,aerosmith,1
1174,audioslave,1
1174,bad religion,1
1174,beatsteaks,1
1174,billy talent,1
1174,eric clapton,1
1174,flogging molly,1
1174,in extremo,1
1174,linkin park,1
1174,manu chao,1
1174,maria mena,1
1174,metallica,1
1174,moby,1
1174,morcheeba,1
1174,papa roach,1
1174,rage against the machine,1
1174,red hot chili peppers,1
1174,seeed,1
1174,staind,1
1174,sum 41,1
1174,the beatles,1
1174,the offspring,1
1179,ac/dc,1
1179,amon amarth,1
1179,bloodhound gang,1
1179,die toten hosen,1
1179,hammerfall,1
1179,linkin park,1
1179,michael jackson,1
1179,r.e.m.,1
1179,rammstein,1
1179,scooter,1
1201,billy talent,1
1201,deichkind,1
1201,disturbed,1
1201,eric clapton,1
1201,fall out boy,1
1201,foo fighters,1
1201,good charlotte,1
1201,green day,1
1201,james morrison,1
1201,justin timberlake,1
1201,lady gaga,1
1201,linkin park,1
1201,michael jackson,1
1201,mika,1
1201,my chemical romance,1
1201,panic at the disco,1
1201,red hot chili peppers,1
1201,the fray,1
1201,the killers,1
1201,timbaland,1
1207,beatsteaks,1
1207,black sabbath,1
1207,blink-182,1
1207,depeche mode,1
1207,fall out boy,1
1207,foo fighters,1
1207,iron maiden,1
1207,jack johnson,1
1207,nirvana,1
1207,pearl jam,1
1207,rammstein,1
1207,the white stripes,1
1233,foo fighters,1
1233,kreator,1
1233,linkin park,1
1253,arctic monkeys,1
1253,beatsteaks,1
1253,billy talent,1
1253,blink-182,1
1253,bloc party,1
1253,bright eyes,1
1253,clueso,1
1253,death cab for cutie,1
1253,foo fighters,1
1253,franz ferdinand,1
1253,green day,1
1253,guano apes,1
1253,incubus,1
1253,james blunt,1
1253,kaiser chiefs,1
1253,linkin park,1
1253,mando diao,1
1253,my chemical romance,1
1253,nirvana,1
1253,panic at the disco,1
1253,paramore,1
1253,rage against the machine,1
1253,rise against,1
1253,silverstein,1
1253,simple plan,1
1253,sum 41,1
1253,the fratellis,1
1253,the hives,1
1253,the kooks,1
1253,the subways,1
1253,the white stripes,1
1259,billy talent,1
1259,blink-182,1
1259,bob marley,1
1259,children of bodom,1
1259,dropkick murphys,1
1259,elvis presley,1
1259,eric clapton,1
1259,green day,1
1259,incubus,1
1259,millencolin,1
1259,red hot chili peppers,1
1259,schandmaul,1
1259,subway to sally,1
1259,system of a down,1
1259,the offspring,1
1259,volbeat,1
1264,beck,1
1264,bright eyes,1
1264,damien rice,1
1264,incubus,1
1264,interpol,1
1264,modest mouse,1
1264,muse,1
1264,queens of the stone age,1
1264,the kooks,1
1264,the strokes,1
1291,aphex twin,1
1291,beastie boys,1
1291,bright eyes,1
1291,daft punk,1
1291,death cab for cutie,1
1291,elliott smith,1
1291,jose gonzalez,1
1291,nine inch nails,1
1291,portishead,1
1291,the cure,1
1291,the notwist,1
1291,the smashing pumpkins,1
1310,amy winehouse,1
1310,bloc party,1
1310,bob marley & the wailers,1
1310,daft punk,1
1310,david guetta,1
1310,deichkind,1
1310,duffy,1
1310,faithless,1
1310,fall out boy,1
1310,green day,1
1310,jamiroquai,1
1310,justice,1
1310,katy perry,1
1310,metallica,1
1310,mgmt,1
1310,moby,1
1310,panic at the disco,1
1310,rage against the machine,1
1310,the subways,1
1310,the ting tings,1
1311,cascada,1
1311,daft punk,1
1311,deichkind,1
1311,farin urlaub,1
1311,green day,1
1311,guano apes,1
1311,kanye west,1
1311,kelly clarkson,1
1311,lady gaga,1
1311,moby,1
1311,nelly furtado,1
1311,peter fox,1
1311,r.e.m.,1
1311,robbie williams,1
1311,scooter,1
1311,u2,1
1327,air,1
1327,jay-z,1
1327,justin timberlake,1
1327,moby,1
1327,nelly furtado,1
1327,radiohead,1
1327,rihanna,1
1327,the streets,1
1327,timbaland,1
1334,blur,1
1334,bob marley & the wailers,1
1334,cat power,1
1334,daft punk,1
1334,david bowie,1
1334,feist,1
1334,joy division,1
1334,manu chao,1
1334,michael jackson,1
1334,the beatles,1
1334,the cure,1
1336,flyleaf,1
1336,green day,1
1361,beyonce,1
1361,black eyed peas,1
1361,britney spears,1
1361,clueso,1
1361,deichkind,1
1361,lady gaga,1
1361,mgmt,1
1361,placebo,1
1376,afi,1
1376,clueso,1
1376,coldplay,1
1376,daft punk,1
1376,depeche mode,1
1376,gentleman,1
1376,gorillaz,1
1376,jack johnson,1
1376,james blunt,1
1376,mando diao,1
1376,massive attack,1
1376,moby,1
1376,nirvana,1
1376,oasis,1
1376,pearl jam,1
1376,peter fox,1
1376,portishead,1
1376,red hot chili peppers,1
1376,robbie williams,1
1376,seeed,1
1376,the chemical brothers,1
1376,the prodigy,1
1381,die toten hosen,1
1381,eminem,1
1381,james blunt,1
1381,rammstein,1
1381,regina spektor,1
1381,rise against,1
1381,stars,1
1444,deichkind,1
1478,portishead,1
1479,deftones,1
1479,eminem,1
1479,incubus,1
1479,jack johnson,1
1479,jay-z,1
1479,justin timberlake,1
1479,limp bizkit,1
1479,nelly furtado,1
1479,rage against the machine,1
1479,red hot chili peppers,1
1479,rihanna,1
1479,seeed,1
1479,system of a down,1
1479,timbaland,1
1487,avril lavigne,1
1487,clueso,1
1487,justin timberlake,1
1487,oasis,1
1487,pink,1
1509,ac/dc,1
1509,apocalyptica,1
1509,blind guardian,1
1509,bob marley,1
1509,dream theater,1
1509,frank sinatra,1
1509,howard shore,1
1509,in extremo,1
1509,linkin park,1
1509,porcupine tree,1
1509,schandmaul,1
1509,tenacious d,1
1521,bjork,1
1521,depeche mode,1
1521,disturbed,1
1521,in flames,1
1521,papa roach,1
1521,slipknot,1
1521,the cure,1
1521,the killers,1
1530,cocorosie,1
1536,alicia keys,1
1536,arctic monkeys,1
1536,beyonce,1
1536,black eyed peas,1
1536,christina aguilera,1
1536,eminem,1
1536,justin timberlake,1
1536,kanye west,1
1536,linkin park,1
1536,nirvana,1
1545,die toten hosen,1
1545,jack johnson,1
1545,linkin park,1
1545,nirvana,1
1545,peter fox,1
1545,red hot chili peppers,1
1545,rise against,1
1545,slipknot,1
1545,system of a down,1
1545,volbeat,1
1549,as i lay dying,1
1549,bring me the horizon,1
1549,bullet for my valentine,1
1549,caliban,1
1549,children of bodom,1
1549,chimaira,1
1549,hatebreed,1
1549,killswitch engage,1
1549,machine head,1
1549,opeth,1
1549,parkway drive,1
1549,rammstein,1
1549,slayer,1
1549,slipknot,1
1549,system of a down,1
1549,trivium,1
1566,michael jackson,1
1586,alicia keys,1
1586,amy winehouse,1
1586,atb,1
1586,beyonce,1
1586,blink-182,1
1586,bloodhound gang,1
1586,britney spears,1
1586,christina aguilera,1
1586,eels,1
1586,gorillaz,1
1586,hoobastank,1
1586,lenny kravitz,1
1586,morcheeba,1
1586,nelly furtado,1
1586,norah jones,1
1586,pink,1
1586,rihanna,1
1586,scooter,1
1586,seeed,1
1586,the offspring,1
1589,blind guardian,1
1589,die apokalyptischen reiter,1
1589,dredg,1
1589,ensiferum,1
1589,equilibrium,1
1589,nightwish,1
1589,queen,1
1589,rammstein,1
1589,sonata arctica,1
1601,belle and sebastian,1
1601,feist,1
1601,johnny cash,1
1601,kings of convenience,1
1601,regina spektor,1
1606,abba,1
1606,elvis presley,1
1606,frank sinatra,1
1606,the beatles,1
1611,alexisonfire,1
1611,as i lay dying,1
1611,atreyu,1
1611,bad religion,1
1611,bring me the horizon,1
1611,bullet for my valentine,1
1611,children of bodom,1
1611,disturbed,1
1611,enter shikari,1
1611,fall out boy,1
1611,good charlotte,1
1611,killswitch engage,1
1611,my chemical romance,1
1611,papa roach,1
1611,rise against,1
1611,silverstein,1
1611,simple plan,1
1611,slipknot,1
1611,sonic syndicate,1
1611,subway to sally,1
1611,the used,1
1611,three days grace,1
1611,underoath,1
1624,air,1
1624,arctic monkeys,1
1624,beck,1
1624,coldplay,1
1624,daft punk,1
1624,deichkind,1
1624,depeche mode,1
1624,franz ferdinand,1
1624,goldfrapp,1
1624,interpol,1
1624,joy division,1
1624,kings of convenience,1
1624,mando diao,1
1624,mgmt,1
1624,nouvelle vague,1
1624,the chemical brothers,1
1624,the prodigy,1
1624,the streets,1
1627,alanis morissette,1
1627,amy macdonald,1
1627,elvis presley,1
1627,flyleaf,1
1627,foo fighters,1
1627,gentleman,1
1627,nelly furtado,1
1627,norah jones,1
1627,peter fox,1
1627,staind,1
1627,stone sour,1
1646,bob marley & the wailers,1
1646,elvis presley,1
1656,amon amarth,1
1656,apocalyptica,1
1656,chimaira,1
1656,die apokalyptischen reiter,1
1656,ensiferum,1
1661,afi,1
1661,avril lavigne,1
1661,die toten hosen,1
1661,funeral for a friend,1
1661,good charlotte,1
1661,green day,1
1661,millencolin,1
1661,nofx,1
1661,paramore,1
1661,silverstein,1
1661,simple plan,1
1661,the offspring,1
1680,alexisonfire,1
1680,caliban,1
1680,die apokalyptischen reiter,1
1680,foo fighters,1
1680,killswitch engage,1
1680,linkin park,1
1680,mando diao,1
1680,millencolin,1
1680,nofx,1
1680,rise against,1
1681,air,1
1681,arctic monkeys,1
1681,beastie boys,1
1681,bloc party,1
1681,daft punk,1
1681,digitalism,1
1681,feist,1
1681,goldfrapp,1
1681,gorillaz,1
1681,justice,1
1681,mando diao,1
1681,massive attack,1
1681,morcheeba,1
1681,muse,1
1681,nouvelle vague,1
1681,placebo,1
1681,portishead,1
1681,queens of the stone age,1
1681,radiohead,1
1681,the killers,1
1681,the prodigy,1
1681,thievery corporation,1
1681,travis,1
1688,as i lay dying,1
1688,bring me the horizon,1
1688,caliban,1
1688,gorillaz,1
1688,heaven shall burn,1
1688,in flames,1
1688,the kooks,1
1688,trivium,1
1695,disturbed,1
1695,equilibrium,1
1695,in flames,1
1695,slipknot,1
1695,soilwork,1
1695,sonic syndicate,1
1718,beck,1
1718,death cab for cutie,1
1718,elliott smith,1
1718,joy division,1
1718,modest mouse,1
1718,nada surf,1
1718,r.e.m.,1
1718,sufjan stevens,1
1718,the cure,1
1718,the smiths,1
1718,yann tiersen,1
1728,ac/dc,1
1728,black sabbath,1
1728,deep purple,1
1728,manowar,1
1728,metallica,1
1728,motorhead,1
1732,ac/dc,1
1758,alicia keys,1
1758,apocalyptica,1
1758,belle and sebastian,1
1758,cat power,1
1758,coldplay,1
1758,damien rice,1
1758,dido,1
1758,evanescence,1
1758,katie melua,1
1758,linkin park,1
1758,mogwai,1
1758,muse,1
1758,norah jones,1
1758,portishead,1
1758,radiohead,1
1758,stars,1
1758,the decemberists,1
1767,apocalyptica,1
1767,beck,1
1767,chimaira,1
1767,die apokalyptischen reiter,1
1767,disturbed,1
1767,farin urlaub,1
1767,godsmack,1
1767,in extremo,1
1767,korpiklaani,1
1767,lostprophets,1
1767,manu chao,1
1767,papa roach,1
1767,rammstein,1
1767,red hot chili peppers,1
1767,rob zombie,1
1767,slayer,1
1767,staind,1
1796,afi,1
1796,arctic monkeys,1
1796,billy talent,1
1796,franz ferdinand,1
1796,him,1
1796,mando diao,1
1796,millencolin,1
